doid,disease_name,community,embedding
DOID:6364,migraine,21020,"[-0.08169849961996078, -0.0705718994140625, 0.10958727449178696, 0.11562427878379822, -0.0612773597240448, -0.3416338562965393, -0.22039462625980377, 0.11151640862226486, 0.364436537027359, -0.09949260950088501, 0.3530803918838501, 0.023795170709490776, 0.002418939024209976, -0.25408270955085754, 0.0915338397026062, -0.11960536986589432, 0.05989127978682518, -0.11097459495067596, 0.008737683296203613, 0.08738328516483307, 0.00033281557261943817, -0.08104181289672852, -0.21238923072814941, 0.09359075129032135, 0.3211533725261688, 0.10700443387031555, 0.006444999948143959, 0.09595312178134918, 0.021899467334151268, -0.18180012702941895, 0.17763292789459229, -0.10114704817533493, 0.11544430255889893, -0.11805305629968643, 0.13429805636405945, 0.059925977140665054, 0.17092067003250122, -0.09910513460636139, 0.3076733350753784, -0.4225269854068756, 0.12344187498092651, 0.07718461751937866, -0.0699990838766098, 0.18181276321411133, 0.002489907667040825, -0.08955465257167816, -0.09261221438646317, 0.4852333664894104, -0.13358567655086517, 0.16529548168182373, -0.11202433705329895, 0.08045044541358948, -0.002390141598880291, -0.16331243515014648, 0.13382858037948608, -0.11999014765024185, -0.26175791025161743, -0.17949238419532776, 0.17744570970535278, 0.32816430926322937, 0.24137772619724274, -0.1624220460653305, -0.0011483854614198208, -0.23069295287132263]"
DOID:8398,osteoarthritis,20962,"[0.02297966182231903, 0.3112991154193878, 0.3947545886039734, 0.09647376835346222, 0.1189771294593811, -0.1258363276720047, -0.09935243427753448, 0.07009507715702057, -0.16034089028835297, 0.11070673912763596, 0.050559621304273605, -0.06915844231843948, 0.33218127489089966, -0.25479140877723694, 0.25669050216674805, 0.09270989894866943, 0.0778847485780716, -0.08216401934623718, -0.13366994261741638, 0.21930328011512756, -0.21266654133796692, 0.012677695602178574, 0.09407156705856323, 0.15096506476402283, 0.2832320034503937, 0.15167953073978424, 0.0574907623231411, 0.3614891767501831, -0.20726227760314941, -0.11849119514226913, 0.06236685812473297, 0.018690194934606552, 0.32944539189338684, 0.24517159163951874, 0.03729201853275299, 0.17122149467468262, 0.03416545316576958, -0.18042141199111938, -0.2274152636528015, -0.1592782884836197, 0.3094215989112854, -0.3558083772659302, 0.2837122976779938, -0.027637124061584473, -0.029188543558120728, 0.045110516250133514, -0.01099613681435585, 0.03574257716536522, 0.12099777907133102, -0.0645962804555893, -0.07994727790355682, -0.29395949840545654, 0.07430583983659744, -0.1408286690711975, 0.35342586040496826, 0.15907502174377441, 0.1263526976108551, 0.09551270306110382, -0.06071048974990845, -0.08066214621067047, 0.13352563977241516, 0.23838630318641663, 0.15431469678878784, 0.1922866702079773]"
DOID:2531,hematologic cancer,3472,"[-0.14868983626365662, -0.361123263835907, 0.10223723202943802, -0.07984896004199982, -0.23178473114967346, -0.02538568712770939, -0.03198906034231186, -0.010118133388459682, 0.15026620030403137, 0.07686612010002136, -0.12481138110160828, -0.24870193004608154, 0.041117146611213684, -0.09896232187747955, 0.06005476787686348, 0.32885289192199707, -0.044896021485328674, 0.021854760125279427, -0.19894106686115265, -0.010211588814854622, 0.01994653046131134, -0.3485798239707947, -0.007800579071044922, 0.05042247101664543, -0.15268564224243164, -0.09985724836587906, -0.10177218914031982, 0.12788671255111694, -0.039116229861974716, -0.12330245971679688, 0.07892593741416931, -0.13713960349559784, 0.04927930235862732, -0.3007747530937195, 0.058005332946777344, 0.0813072919845581, 0.030528472736477852, 0.09232285618782043, -0.2732934355735779, 0.13106508553028107, -0.0641055703163147, -0.32608938217163086, -0.3791118264198303, 0.0451420322060585, -0.102442167699337, 0.187115877866745, -0.10065875947475433, 0.07361339777708054, -0.1803814172744751, -0.14688444137573242, -0.049194324761629105, -0.10497989505529404, 0.4053720235824585, -0.33438214659690857, 0.44433170557022095, -0.05890423059463501, 0.12243422120809555, 0.09385466575622559, -0.2519494295120239, 0.013537632301449776, 0.17660902440547943, 0.06363208591938019, -0.03808143734931946, -0.3563022017478943]"
DOID:1324,lung cancer,20994,"[0.0143406568095088, -0.19058898091316223, 0.18974347412586212, -0.18081678450107574, -0.25199416279792786, 0.04621320962905884, 0.005036652088165283, -0.030604258179664612, -0.11105460673570633, -0.026674725115299225, -0.10268300026655197, -0.4182000458240509, -0.1528482735157013, -0.10409113019704819, -0.06931045651435852, 0.15940475463867188, -0.006345698609948158, 0.009647775441408157, -0.3752705752849579, -0.09596772491931915, 0.12467280775308609, -0.508638858795166, 0.14261052012443542, -0.3669985830783844, -0.11879745125770569, 0.047967664897441864, -0.08088813722133636, -0.1262221336364746, 0.139527827501297, -0.011106021702289581, -0.09240089356899261, -0.42264872789382935, 0.16450855135917664, -0.034161362797021866, 0.1587965339422226, 0.026479369029402733, 0.2520851492881775, -0.09145541489124298, -0.06133679300546646, 0.1107277199625969, -0.27787691354751587, -0.13607072830200195, 0.253803551197052, -0.17188392579555511, -0.22521021962165833, -0.12012088298797607, -0.1010369136929512, 0.10830962657928467, -0.06007012724876404, 0.10891249775886536, 0.010511234402656555, -0.03643499314785004, 0.09190341830253601, 0.04126656800508499, 0.18714386224746704, -0.1276271641254425, 0.056708063930273056, 0.12275820225477219, -0.043436747044324875, 0.14357826113700867, 0.12228450924158096, 0.16460199654102325, -0.11245468258857727, -0.03987384960055351]"
DOID:11714,gestational diabetes,20946,"[-0.24232548475265503, 0.1186140850186348, 0.35117754340171814, -0.22150680422782898, 0.24186091125011444, -0.07661977410316467, -0.12019316852092743, 0.027299176901578903, -0.23533086478710175, -0.05785176157951355, -0.10748966783285141, -0.3288973569869995, -0.17782434821128845, -0.14635425806045532, -0.08883543312549591, -0.11167488247156143, -0.09469162672758102, -0.17377960681915283, -0.15593308210372925, -0.1908286213874817, -0.19160574674606323, -0.19276729226112366, -0.17994140088558197, -0.25174078345298767, -0.011648356914520264, 0.14777827262878418, -0.007492855191230774, -0.2688743472099304, -0.23260149359703064, -0.038239527493715286, 0.24447646737098694, 0.009124267846345901, -0.008347935974597931, 0.0034537985920906067, -0.08878469467163086, 0.07798142731189728, -0.028574882075190544, 0.006718352437019348, 0.22945430874824524, 0.0681363195180893, 0.04421959072351456, -0.27921727299690247, -0.09191039204597473, 0.1920117288827896, -0.06782437860965729, -0.046350523829460144, -0.2733801007270813, 0.1879471391439438, -0.02806749939918518, 0.12204191088676453, -0.026668544858694077, 0.010429933667182922, 0.031278081238269806, 0.08521927148103714, 0.07914417237043381, -0.07130017876625061, -0.020634882152080536, 0.16586372256278992, 0.09986138343811035, -0.0643429234623909, 0.21423713862895966, -0.43755286931991577, 0.16061213612556458, -0.06830455362796783]"
DOID:0050425,restless legs syndrome,20949,"[-0.05632215365767479, 0.10613374412059784, 0.10480194538831711, -0.09845668822526932, -0.06026788428425789, -0.2546418309211731, -0.11914799362421036, -0.0580422505736351, 0.18524545431137085, 0.15855306386947632, -0.06477425992488861, -0.31105348467826843, -0.34556180238723755, -0.058329906314611435, -0.0624723918735981, -0.06379659473896027, 0.16474533081054688, 0.09480860084295273, 0.33162957429885864, -0.05419052764773369, -0.23770776391029358, -0.13781191408634186, -0.1474076211452484, -0.25184115767478943, 0.5062736868858337, 0.01265856996178627, -0.09095799177885056, 0.022665247321128845, 0.0905996784567833, -0.19542846083641052, -0.28415271639823914, -0.1831102967262268, -0.2805921733379364, -0.16926860809326172, 0.0935107097029686, -0.19369612634181976, -0.28232455253601074, 0.263908326625824, 0.14867384731769562, 0.029874611645936966, 0.28058189153671265, 0.038799554109573364, -0.1526089906692505, 0.12408005446195602, -0.1149764358997345, -0.06641730666160583, -0.2078428417444229, -0.023380029946565628, -0.08729536086320877, 0.0149327851831913, 0.1855097860097885, -0.1196652203798294, -0.006472289562225342, -0.18592585623264313, -0.0688379555940628, 0.31400948762893677, 0.10749174654483795, -0.2566160559654236, -0.16491340100765228, -0.04699325934052467, -0.13692748546600342, -0.04467367008328438, 0.3544762134552002, 0.213985413312912]"
DOID:1459,hypothyroidism,20975,"[-0.005164876580238342, -0.0346178337931633, 0.06012575700879097, -0.06447361409664154, -0.015359428711235523, -0.027020514011383057, -0.4875321686267853, -0.042640380561351776, 0.021673578768968582, -0.3790990710258484, -0.11665643751621246, -0.3300528824329376, 0.042507611215114594, -0.02782982587814331, -0.20846638083457947, 0.20172366499900818, -0.2493225336074829, 0.02196526527404785, -0.07266521453857422, -0.1648039072751999, -0.20684179663658142, -0.04731591045856476, 0.252082884311676, 0.08813322335481644, -0.04992276057600975, -0.07269710302352905, 0.27508828043937683, -0.05651325732469559, -0.08938534557819366, 0.31320658326148987, -0.08825559914112091, 0.030798256397247314, 0.26233381032943726, 0.1692778617143631, -0.037863194942474365, -0.011731571517884731, 0.17344333231449127, 0.23376953601837158, 0.406532883644104, 0.03874226287007332, 0.00923088751733303, 0.0802287831902504, -0.10139737278223038, -0.018344176933169365, -0.028831254690885544, -0.22023743391036987, -0.3823907971382141, -0.07900435477495193, -0.04976470023393631, 0.3673701286315918, 0.0473819300532341, 0.056422121822834015, 0.07770320773124695, 0.13271063566207886, 0.13820064067840576, -0.27893736958503723, 0.14671006798744202, 0.3181293308734894, -0.057223133742809296, -0.06257769465446472, 0.08039317280054092, 0.0986434668302536, -0.3802948594093323, 0.01855318993330002]"
DOID:1964,fallopian tube cancer,21052,"[-0.07368382066488266, 0.4800134301185608, 0.1253328025341034, -0.16060009598731995, -0.11934533715248108, -0.18430255353450775, 0.009651042520999908, 0.21849942207336426, 0.08442762494087219, 0.26194214820861816, -0.21128036081790924, -0.16365356743335724, 0.24791817367076874, -0.29723790287971497, -0.22050055861473083, -0.020653562620282173, -0.07134838402271271, 0.23617509007453918, -0.1688820868730545, -0.09001903235912323, 0.03367065638303757, -0.1287866234779358, 0.042367659509181976, -0.31495505571365356, -0.02007666975259781, -0.25572824478149414, 0.23684774339199066, 0.22439366579055786, 0.025771908462047577, 0.04949148744344711, 0.19928418099880219, 0.1355038583278656, -0.12217447906732559, -0.15302912890911102, -0.15491604804992676, -0.05270678922533989, 0.557299017906189, 0.09546984732151031, -0.0838339552283287, 0.30848658084869385, -0.06406565755605698, 0.05552196502685547, -0.09141223132610321, 0.3694484233856201, 0.16400186717510223, -0.14290446043014526, -0.04998591169714928, 0.23652149736881256, 0.018581410869956017, 0.04100289195775986, 0.02716837264597416, 0.15101629495620728, -0.10514455288648605, -0.004899301566183567, -0.16089877486228943, 0.015664944425225258, 0.1554124802350998, -0.2077869176864624, 0.20871666073799133, 0.11840854585170746, -0.29613909125328064, 0.028408018872141838, 0.29884928464889526, 0.29937681555747986]"
DOID:9917,pleural cancer,21043,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DOID:0050741,alcohol dependence,21020,"[-0.5428540706634521, 0.2729603350162506, -0.003060434013605118, 0.11441568285226822, 0.015048464760184288, 0.006548222154378891, -0.08079978078603745, 0.1623019278049469, -0.07546576857566833, -0.10378147661685944, 0.16111430525779724, -0.2295614778995514, -0.5066020488739014, 0.0738614872097969, -0.0505375936627388, 0.007657595910131931, -0.06000222638249397, -0.0074112676084041595, -0.10521478205919266, 0.07064290344715118, 0.10281229019165039, -0.11601613461971283, -0.254083514213562, 0.08434344083070755, -0.29143044352531433, 0.09195190668106079, -0.06209969520568848, 0.1813349723815918, 0.11109146475791931, -0.3409378230571747, -0.09547886252403259, -0.12677279114723206, -0.04473895579576492, 0.015438292175531387, 0.21762298047542572, -0.25076913833618164, 0.016678281128406525, 0.320956826210022, 0.07841941714286804, -0.24139000475406647, 0.21943503618240356, -0.016034040600061417, -0.1014886349439621, 0.4458697438240051, -0.22582396864891052, 0.03866468742489815, 0.1336289793252945, 0.19710412621498108, -0.1385895162820816, 0.2915022373199463, -0.2798399329185486, -0.011094965040683746, 0.06720595061779022, -0.053515493869781494, 0.04069920629262924, 0.02473597787320614, -0.05235457420349121, 0.15176448225975037, 0.08238577842712402, -0.21465951204299927, 0.44899001717567444, 0.11441685259342194, 0.021042143926024437, -0.1827191412448883]"
DOID:1024,leprosy,21074,"[-0.021940335631370544, -0.20610152184963226, 0.2969910800457001, 0.03971261531114578, 0.03895832598209381, -0.38409650325775146, 0.11026032269001007, -0.12380261719226837, -0.20508208870887756, -0.19242346286773682, -0.036647647619247437, 0.20424297451972961, -0.03950896114110947, -0.13845285773277283, 0.16859489679336548, 0.15232811868190765, 0.1808289885520935, -0.22663424909114838, 0.07232721149921417, 0.21314938366413116, -0.2700943946838379, -0.39196038246154785, -0.12035533785820007, 0.29657477140426636, -0.10383792221546173, 0.14686278998851776, -0.15156015753746033, 0.28299492597579956, -0.03494063392281532, 0.05256321653723717, -0.0877552330493927, 0.1290343701839447, 0.16894811391830444, -0.03677912801504135, -0.1727626621723175, -0.008905433118343353, -0.13383153080940247, 0.005855768918991089, -0.23534254729747772, 0.22012576460838318, -0.16510052978992462, -0.3436080813407898, 0.07590624690055847, -0.19572407007217407, 0.17459753155708313, -0.309621125459671, -0.2530725598335266, -0.09076911956071854, 0.17674699425697327, 0.009641389362514019, -0.1185145229101181, -0.12358631193637848, 0.037526343017816544, -0.029701992869377136, 0.1325737088918686, -0.021411288529634476, -0.010084033012390137, 0.05297628045082092, 0.036287952214479446, 0.1444501280784607, 0.042966946959495544, 0.15148523449897766, 0.3019610345363617, -0.17600302398204803]"
DOID:11934,head and neck cancer,20994,"[0.007009739056229591, -0.04261629283428192, -0.01224440522491932, -0.2733965814113617, -0.08597226440906525, 0.16069413721561432, 0.050006669014692307, -0.24895569682121277, -0.299686461687088, 0.2907595932483673, 0.12393566966056824, -0.33858001232147217, -0.11371006816625595, 0.07112409919500351, 0.10158586502075195, -0.10830704867839813, 0.07122133672237396, -0.20715676248073578, -0.2623749077320099, 0.03241259604692459, 0.05601049214601517, -0.08722920715808868, 0.27924156188964844, 0.04655034840106964, -0.12758781015872955, -0.026135556399822235, -0.19112887978553772, -0.08393754810094833, -0.3093385696411133, -0.01784646138548851, -0.18894493579864502, -0.12541463971138, 0.28019213676452637, -0.19507111608982086, 0.2644379436969757, -0.03221237659454346, 0.2148181051015854, 0.2785901427268982, 0.04484762251377106, -0.028176750987768173, -0.21413062512874603, -0.015357541851699352, 0.36872658133506775, -0.058313265442848206, -0.1734137088060379, 0.1376069337129593, -0.193608820438385, -0.03563108295202255, 0.15487191081047058, -0.025013666599988937, 0.06799732148647308, -0.010548060759902, -0.17923644185066223, -0.03424135968089104, 0.10317699611186981, -0.15633133053779602, 0.10813674330711365, 0.22695733606815338, 0.2065780758857727, 0.019222818315029144, -0.01377960667014122, -0.3070942461490631, 0.15750688314437866, 0.16601505875587463]"
DOID:9835,refractive error,20965,"[0.30077043175697327, 0.3120017945766449, -0.028640154749155045, -0.23860561847686768, -0.11989451944828033, -0.21412095427513123, -0.10878049582242966, -0.29130229353904724, 0.22415663301944733, 0.08822283148765564, 0.05820806697010994, -0.020897509530186653, 0.0564933679997921, -0.172017902135849, 0.14981293678283691, -0.11837247014045715, -0.13260702788829803, -0.36593660712242126, -0.11041442304849625, 0.07568706572055817, -0.1250758022069931, 0.14817921817302704, 0.011695335619151592, -0.006707093212753534, 0.08133581280708313, -0.23670503497123718, 0.06707888096570969, -0.18683767318725586, -0.4103993773460388, -0.000247712479904294, 0.17128336429595947, 0.0739036276936531, 0.28997331857681274, -0.055089160799980164, 0.28202366828918457, 0.2492520958185196, 0.07087577879428864, -0.19117334485054016, -0.05358925089240074, 0.14179404079914093, 0.030755052343010902, 0.2772682309150696, -0.2303725928068161, -0.006293489132076502, -0.13169769942760468, 0.14644257724285126, 0.14163397252559662, 0.3888823688030243, -0.12025207281112671, 0.058349478989839554, -0.30239489674568176, -0.3172617256641388, 0.11833152174949646, -0.1685655117034912, 0.19319242238998413, 0.05131566897034645, 0.10849330574274063, 0.01730664074420929, 0.0918785035610199, 0.31914860010147095, -0.11156592518091202, -0.05082825571298599, -0.06345418095588684, 0.005635878071188927]"
